d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1422833.89,1467571.90
1_facilities_and_construction,2018-2019,1704109.33,1730634.59
1_facilities_and_construction,2019-2020,4186391.59,4158170.17
1_facilities_and_construction,2020-2021,1695805.53,1614586.40
1_facilities_and_construction,2021-2022,188237.67,172073.57
1_facilities_and_construction,2022-2023,446147.71,399214.85
2_professional_services,2017-2018,561748.89,579665.44
5_transportation_and_logistics,2017-2018,2706103.52,2789097.81
5_transportation_and_logistics,2018-2019,1968154.54,2003654.85
5_transportation_and_logistics,2019-2020,154952.42,151415.61
5_transportation_and_logistics,2020-2021,2019915.45,1923607.26
5_transportation_and_logistics,2021-2022,2019915.45,1877967.23
