d_fiscal_year,total,total_constant_2019_dollars
2017-2018,173401.50,178973.06
2018-2019,1007846.82,1018555.52
2019-2020,2675427.81,2670734.10
2020-2021,585148.68,573742.60
2021-2022,1101451.05,985816.69
