d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,336126.13,346220.43
it_consulting_services,2018-2019,435447.82,441088.22
it_consulting_services,2019-2020,1806415.55,1791544.83
it_consulting_services,2020-2021,1770335.18,1685600.59
it_consulting_services,2021-2022,1626020.79,1521821.15
it_devices_equipment,2021-2022,61379.55,56435.78
it_software_licensing,2017-2018,56557.81,58116.38
it_software_licensing,2018-2019,457717.29,465851.71
it_software_licensing,2019-2020,337876.59,335165.10
it_software_licensing,2020-2021,336953.43,321242.80
it_software_licensing,2021-2022,303013.80,284447.59
