d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,57760.4397463002
1_facilities_and_construction,2020-2021,122808.80224719101
2_professional_services,2017-2018,803478.0305632581
2_professional_services,2018-2019,784568.6107159996
2_professional_services,2019-2020,752939.0667640604
2_professional_services,2020-2021,828265.8653368352
3_information_technology,2017-2018,392683.9449936912
3_information_technology,2018-2019,868350.3113870494
3_information_technology,2019-2020,2144292.1460352293
3_information_technology,2020-2021,2070369.0137684173
