owner_org,d_fiscal_year,total
aafc-aac,2020-2021,948272.25
cra-arc,2017-2018,618.0362616822431
cra-arc,2018-2019,30755.08657800144
cra-arc,2019-2020,17400.097828900074
cra-arc,2020-2021,609869.1265780014
cta-otc,2018-2019,208.85000000000002
esdc-edsc,2019-2020,158654
hc-sc,2018-2019,12403.48
pwgsc-tpsgc,2017-2018,64271.340000000004
pwgsc-tpsgc,2018-2019,82580.51
pwgsc-tpsgc,2019-2020,119931.95999999999
pwgsc-tpsgc,2020-2021,33026.46
rcmp-grc,2018-2019,199215.78
rcmp-grc,2019-2020,65801.37314714715
rcmp-grc,2020-2021,830847.5368528528
ssc-spc,2017-2018,28452.93
ssc-spc,2018-2019,560200.7
ssc-spc,2019-2020,226556.27923076923
ssc-spc,2020-2021,53487.0539199157
tsb-bst,2018-2019,50617.75
wage,2020-2021,30502.87
