owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2020-2021,948272.25,904903.42
aafc-aac,2021-2022,43798.80,39777.77
ccohs-cchst,2021-2022,125040.16,113672.09
cra-arc,2017-2018,324.69,332.35
cra-arc,2018-2019,22518.96,22792.60
cra-arc,2019-2020,9141.40,9064.26
cra-arc,2020-2021,601633.00,569159.56
cra-arc,2021-2022,9116.43,8464.10
cta-otc,2018-2019,0.00,0.00
esdc-edsc,2019-2020,158654.00,154814.49
hc-sc,2018-2019,12403.48,12525.52
osfi-bsif,2021-2022,313161.42,282847.39
pwgsc-tpsgc,2017-2018,64271.34,65807.74
pwgsc-tpsgc,2018-2019,82580.51,83559.41
pwgsc-tpsgc,2019-2020,119931.96,118566.71
pwgsc-tpsgc,2020-2021,33026.46,31440.35
rcmp-grc,2018-2019,199215.78,201546.69
rcmp-grc,2019-2020,65801.37,64440.99
rcmp-grc,2020-2021,830847.54,788696.60
rcmp-grc,2021-2022,198008.22,186507.90
ssc-spc,2017-2018,28452.93,29200.16
ssc-spc,2018-2019,560200.70,566230.02
ssc-spc,2019-2020,226556.28,225510.22
ssc-spc,2020-2021,53487.05,50537.85
ssc-spc,2021-2022,27096.32,25116.57
tsb-bst,2018-2019,50617.75,51530.60
tsb-bst,2021-2022,72962.71,65899.92
wage,2020-2021,30502.87,28722.05
