d_fiscal_year,total,total_constant_2019_dollars
2017-2018,94780.03,97511.30
2018-2019,976140.18,987857.46
2019-2020,628821.17,621034.43
2020-2021,2546372.17,2422716.43
2021-2022,837787.05,772951.31
