d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,39576161.50,40789099.56
10_office_management,2018-2019,39020056.59,39733869.52
10_office_management,2019-2020,107625969.47,106619530.75
10_office_management,2020-2021,116393346.18,110951019.46
10_office_management,2021-2022,119489502.10,111795245.01
2_professional_services,2017-2018,309918.94,319417.72
2_professional_services,2018-2019,309918.94,315583.94
2_professional_services,2019-2020,310768.03,308274.09
2_professional_services,2020-2021,309918.94,295468.80
2_professional_services,2021-2022,309918.94,290010.07
3_information_technology,2017-2018,1475305.73,1520522.72
3_information_technology,2018-2019,1475305.73,1502272.81
3_information_technology,2019-2020,1522798.06,1509891.12
3_information_technology,2020-2021,1475305.73,1406518.81
3_information_technology,2021-2022,1475305.73,1380533.62
