d_fiscal_year,total,total_constant_2019_dollars
2017-2018,761452.79,784472.69
2018-2019,1366606.32,1391110.23
2019-2020,1706578.17,1694271.39
2020-2021,1379029.55,1315889.00
2021-2022,1381154.73,1288527.11
