d_most_recent_category,total,percentage
2_professional_services,3518259.87,0.5335
3_information_technology,1301432.71,0.1973
1_facilities_and_construction,1104634.34,0.1675
9_human_capital,499353.88,0.0757
10_office_management,171140.76,0.026
