d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,551561.6061559508
1_facilities_and_construction,2019-2020,553072.7338440493
10_office_management,2019-2020,146694.46438294795
10_office_management,2020-2021,12223.150060015696
2_professional_services,2017-2018,592282.0518263736
2_professional_services,2018-2019,635223.259405024
2_professional_services,2019-2020,732958.3850716614
2_professional_services,2020-2021,896347.4711004266
3_information_technology,2017-2018,169170.7357941177
3_information_technology,2018-2019,179821.4591921803
3_information_technology,2019-2020,142602.471621256
3_information_technology,2020-2021,333159.3324433166
9_human_capital,2019-2020,131250.12
9_human_capital,2020-2021,137299.6
