d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,46216.39,47529.63
it_consulting_services,2018-2019,42532.21,43113.24
it_consulting_services,2019-2020,7549.72,7577.18
it_consulting_services,2020-2021,13346.43,12759.98
it_consulting_services,2021-2022,221762.50,207364.36
it_devices_equipment,2017-2018,42020.21,43296.59
it_devices_equipment,2020-2021,13221.00,12539.35
it_devices_equipment,2021-2022,13379.20,12747.82
it_other,2017-2018,15322.80,15792.43
it_other,2018-2019,75324.10,76591.44
it_other,2019-2020,15193.71,15071.78
it_other,2020-2021,42066.53,40202.84
it_other,2021-2022,205547.47,189884.19
it_software_licensing,2017-2018,69509.22,71637.19
it_software_licensing,2018-2019,71926.43,73241.17
it_software_licensing,2019-2020,130999.04,129890.46
it_software_licensing,2020-2021,264525.37,251779.31
it_software_licensing,2021-2022,35989.54,33823.91
