d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,92087.12,94933.63
1_facilities_and_construction,2018-2019,92087.12,93851.79
1_facilities_and_construction,2019-2020,92339.41,91602.82
1_facilities_and_construction,2020-2021,295339.15,279215.93
1_facilities_and_construction,2021-2022,5121789.43,4761745.96
1_facilities_and_construction,2022-2023,4945799.46,4425522.09
2_professional_services,2017-2018,384485.23,395776.58
2_professional_services,2018-2019,1110424.00,1131594.44
2_professional_services,2019-2020,1375199.26,1364229.32
2_professional_services,2020-2021,1278091.74,1217234.14
2_professional_services,2021-2022,1445482.95,1342557.20
2_professional_services,2022-2023,1283250.13,1148232.64
3_information_technology,2022-2023,31210.52,27644.25
9_human_capital,2020-2021,24776.57,23384.04
9_human_capital,2021-2022,29579.66,26739.54
