owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2020-2021,5336.16,5024.63
aandc-aadnc,2021-2022,143587.19,132496.46
dfatd-maecd,2017-2018,105360.85,108091.09
dfatd-maecd,2018-2019,24430.71,24880.27
dfatd-maecd,2019-2020,71343.38,70741.31
dfatd-maecd,2020-2021,309333.80,291952.49
dfatd-maecd,2021-2022,5277053.58,4897717.78
pwgsc-tpsgc,2017-2018,371211.50,380240.17
pwgsc-tpsgc,2018-2019,1179317.37,1197548.98
pwgsc-tpsgc,2019-2020,1409130.31,1397238.70
pwgsc-tpsgc,2020-2021,1296437.17,1232692.99
pwgsc-tpsgc,2021-2022,1197083.13,1111653.77
