d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2019-2020,142871.21,140548.02
2_professional_services,2020-2021,125897.83,119420.48
2_professional_services,2021-2022,179164.04,165883.48
2_professional_services,2022-2023,383910.89,343219.67
3_information_technology,2021-2022,12923.63,11682.76
3_information_technology,2022-2023,14874.37,13435.49
9_human_capital,2019-2020,5249.66,5129.83
9_human_capital,2020-2021,15864.34,15160.10
9_human_capital,2021-2022,12584.44,11376.14
9_human_capital,2022-2023,31209.16,27994.69
