d_fiscal_year,total,total_constant_2019_dollars
2017-2018,4544029.47,4679601.88
2018-2019,6681153.61,6803278.27
2019-2020,6699458.14,6645694.31
2020-2021,6681153.61,6369641.25
2021-2022,6681153.61,6251963.26
