d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,284993.9007613865
1_facilities_and_construction,2018-2019,348734.30781370157
1_facilities_and_construction,2019-2020,496043.7346904999
1_facilities_and_construction,2020-2021,475662.3532653954
2_professional_services,2017-2018,61059.479561643835
2_professional_services,2018-2019,22001.83125
2_professional_services,2019-2020,13201.098750000001
3_information_technology,2017-2018,15313.720000000001
3_information_technology,2019-2020,20731.08
3_information_technology,2020-2021,11283.006933162727
6_industrial_products_and_services,2017-2018,1236620.106328767
6_industrial_products_and_services,2018-2019,1273891.053152264
6_industrial_products_and_services,2019-2020,1709832.8691309332
6_industrial_products_and_services,2020-2021,1601364.5201648346
