d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1597987.21,1638515.83
2018-2019,1644627.19,1665192.07
2019-2020,2239808.78,2236872.76
2020-2021,2088309.88,2039907.84
2021-2022,2557216.33,1889486.98
