d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2019-2020,24786.56,24335.88
it_consulting_services,2020-2021,393937.12,375067.92
it_consulting_services,2021-2022,80691.75,75034.38
it_consulting_services,2022-2023,3137421.56,2794125.79
it_devices_equipment,2018-2019,313656.52,316758.91
it_devices_equipment,2019-2020,4186613.78,4142191.39
it_devices_equipment,2020-2021,3513130.99,3346509.92
it_devices_equipment,2021-2022,1709903.02,1590991.29
it_devices_equipment,2022-2023,919966.44,823189.83
it_other,2018-2019,32293.93,32595.61
it_other,2019-2020,340740.87,338426.32
it_other,2020-2021,506783.04,480755.57
it_other,2021-2022,1106349.96,1033890.09
it_other,2022-2023,527254.62,472411.99
it_software_licensing,2017-2018,52468.98,54090.85
it_software_licensing,2018-2019,1500150.32,1525420.09
it_software_licensing,2019-2020,1016549.69,1006639.56
it_software_licensing,2020-2021,2064755.93,1962507.61
it_software_licensing,2021-2022,1850679.09,1716237.29
it_software_licensing,2022-2023,3250182.94,2908434.05
