d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1271657.74,1310163.53
2018-2019,1056884.04,1078432.08
2019-2020,853189.87,845998.99
2020-2021,975671.65,929846.86
2021-2022,872434.28,811576.75
2022-2023,532827.36,476917.36
