d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1271657.7411906936
1_facilities_and_construction,2018-2019,1056884.0374780428
1_facilities_and_construction,2019-2020,853189.8723671198
1_facilities_and_construction,2020-2021,1029603.40447978
