d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,218242.47,224931.43
2_professional_services,2018-2019,253999.22,258293.41
2_professional_services,2019-2020,367674.87,364189.36
2_professional_services,2020-2021,727905.65,693966.66
2_professional_services,2021-2022,213639.64,202954.46
6_industrial_products_and_services,2018-2019,10383.45,10648.44
6_industrial_products_and_services,2019-2020,82137.44,80180.86
6_industrial_products_and_services,2020-2021,54185.20,51391.51
6_industrial_products_and_services,2021-2022,2471510.98,2248933.61
8_security_and_protection,2017-2018,42097.17,43387.41
8_security_and_protection,2018-2019,42097.17,42866.66
8_security_and_protection,2019-2020,42212.50,41873.74
