d_fiscal_year,total,total_constant_2019_dollars
2018-2019,1321534.38,1342933.28
2019-2020,1710483.09,1697086.77
2020-2021,1331047.32,1257210.71
2021-2022,5278438.01,4898032.70
2022-2023,1949047.37,1755151.42
