owner_org,d_fiscal_year,total,total_constant_2019_dollars
dnd-mdn,2017-2018,7342944.57,7569361.28
dnd-mdn,2018-2019,6007994.92,6104867.57
dnd-mdn,2019-2020,11582283.38,11504864.75
dnd-mdn,2020-2021,7440452.66,7076789.08
dnd-mdn,2021-2022,7611417.18,7070712.22
dnd-mdn,2022-2023,8360724.77,7484008.84
pch,2017-2018,18004.74,18594.96
pwgsc-tpsgc,2017-2018,170461.08,175730.22
pwgsc-tpsgc,2018-2019,170461.08,173727.65
pwgsc-tpsgc,2019-2020,170928.10,169564.61
pwgsc-tpsgc,2020-2021,170461.08,162333.61
pwgsc-tpsgc,2021-2022,153507.03,142719.43
