owner_org,d_fiscal_year,total,total_constant_2019_dollars
csc-scc,2018-2019,12492.84,12653.17
dnd-mdn,2017-2018,2313254.52,2371840.78
dnd-mdn,2018-2019,1989723.47,2014987.49
dnd-mdn,2019-2020,1206904.47,1204519.78
dnd-mdn,2021-2022,15940.14,14266.69
ec,2019-2020,33332.26,33185.63
ec,2020-2021,81305.56,79823.27
hc-sc,2017-2018,3463283.54,3556222.65
hc-sc,2018-2019,3449710.18,3493733.71
hc-sc,2019-2020,3166172.36,3158685.36
isc-sac,2017-2018,1554590.10,1581293.83
isc-sac,2018-2019,1467523.55,1488594.24
isc-sac,2019-2020,2972029.78,2967839.01
isc-sac,2020-2021,8161003.96,7989522.79
isc-sac,2021-2022,7100814.29,5562765.46
pc,2017-2018,246982.66,255495.28
pc,2018-2019,196419.30,198566.15
rcmp-grc,2020-2021,18747.94,17720.77
