d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,41072.47,42121.25
2_professional_services,2018-2019,40844.82,41474.83
2_professional_services,2019-2020,16169.37,16032.92
2_professional_services,2020-2021,16125.19,15329.74
2_professional_services,2021-2022,32133.21,22565.50
3_information_technology,2017-2018,1330336.95,1364810.33
3_information_technology,2018-2019,1330336.95,1351025.65
3_information_technology,2019-2020,1320489.69,1309352.07
3_information_technology,2020-2021,1316386.28,1251449.32
3_information_technology,2021-2022,1316386.28,1029762.42
