d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2020-2021,12824.70,12273.51
10_office_management,2021-2022,4259.30,4058.30
3_information_technology,2017-2018,122452.46,126312.73
3_information_technology,2018-2019,36724.86,37371.81
3_information_technology,2019-2020,64910.16,64317.71
3_information_technology,2020-2021,161097.69,153300.65
3_information_technology,2021-2022,504412.58,473117.45
9_human_capital,2017-2018,244214.56,251700.92
9_human_capital,2018-2019,411335.33,418065.76
9_human_capital,2019-2020,581504.96,577276.74
9_human_capital,2020-2021,331404.67,315876.28
9_human_capital,2021-2022,1147501.48,1074358.79
