d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,554898.83,571928.98
1_facilities_and_construction,2018-2019,761953.11,774796.66
1_facilities_and_construction,2019-2020,595327.05,590375.03
1_facilities_and_construction,2020-2021,657115.47,625063.08
1_facilities_and_construction,2021-2022,1208884.42,1123997.96
1_facilities_and_construction,2022-2023,291388.48,260988.44
2_professional_services,2017-2018,109862.23,113258.19
2_professional_services,2018-2019,109862.23,111967.53
2_professional_services,2021-2022,0.00,0.00
2_professional_services,2022-2023,0.00,0.00
