d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,24208.54,24564.29
1_facilities_and_construction,2019-2020,471176.51,470729.35
1_facilities_and_construction,2020-2021,488872.38,487000.19
1_facilities_and_construction,2021-2022,256026.63,194488.18
2_professional_services,2017-2018,538274.94,548205.27
2_professional_services,2018-2019,16504739.65,16737584.63
2_professional_services,2021-2022,15074.06,1209.79
5_transportation_and_logistics,2019-2020,25843.25,25878.69
5_transportation_and_logistics,2020-2021,399095.21,399037.28
6_industrial_products_and_services,2020-2021,99912.93,100392.83
6_industrial_products_and_services,2021-2022,20797.37,0.00
