d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,50464506.02,51772206.45
1_facilities_and_construction,2018-2019,50520475.64,51305824.02
1_facilities_and_construction,2019-2020,41537997.81,41187459.67
1_facilities_and_construction,2020-2021,41424506.02,39381046.86
1_facilities_and_construction,2021-2022,36015091.04,33667522.88
11_defence,2017-2018,228188646.09,234099535.92
11_defence,2018-2019,239909126.31,243640383.67
11_defence,2019-2020,22934825.38,22806890.18
11_defence,2020-2021,8581370.14,8158053.58
11_defence,2021-2022,8419541.00,7818995.44
6_industrial_products_and_services,2017-2018,2543900.61,2609444.02
6_industrial_products_and_services,2018-2019,9039720.48,9170186.52
6_industrial_products_and_services,2019-2020,9762351.86,9679905.02
6_industrial_products_and_services,2020-2021,3611602.74,3428809.75
6_industrial_products_and_services,2021-2022,212057.19,194515.68
