owner_org,d_fiscal_year,total
aafc-aac,2017-2018,436264.77999999997
aafc-aac,2018-2019,679785.44
aafc-aac,2019-2020,152019.57
csc-scc,2017-2018,559477.22
csc-scc,2018-2019,240432.3
csc-scc,2019-2020,126694.47
dfo-mpo,2018-2019,49740.45
dfo-mpo,2019-2020,92189.64
dnd-mdn,2017-2018,1716159.092857143
dnd-mdn,2018-2019,2537384.3371428573
dnd-mdn,2019-2020,1038901.52
ec,2020-2021,1702.5225
nrcan-rncan,2017-2018,11730
nrcan-rncan,2019-2020,11500
pc,2017-2018,17183.980000000003
pc,2018-2019,500145.02
pc,2019-2020,187674.68
pwgsc-tpsgc,2017-2018,189750
pwgsc-tpsgc,2018-2019,276000
pwgsc-tpsgc,2019-2020,69000
