d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,827012.4672116593
1_facilities_and_construction,2018-2019,502915.82000777643
1_facilities_and_construction,2019-2020,1023230.8499244414
1_facilities_and_construction,2020-2021,1673371.4810783847
11_defence,2020-2021,17291.19
5_transportation_and_logistics,2017-2018,257216.61000000002
5_transportation_and_logistics,2018-2019,21072.45
5_transportation_and_logistics,2019-2020,13621.130000000001
6_industrial_products_and_services,2019-2020,57715.86
6_industrial_products_and_services,2020-2021,29946
