d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,827012.47,843929.29
1_facilities_and_construction,2018-2019,502915.82,510087.00
1_facilities_and_construction,2019-2020,1023230.85,1021135.07
1_facilities_and_construction,2020-2021,1673371.48,1627558.70
1_facilities_and_construction,2021-2022,1207471.52,789108.96
11_defence,2020-2021,17291.19,17014.58
5_transportation_and_logistics,2017-2018,257216.61,261822.14
5_transportation_and_logistics,2018-2019,21072.45,21296.00
5_transportation_and_logistics,2019-2020,13621.13,13614.92
6_industrial_products_and_services,2019-2020,57715.86,57625.54
6_industrial_products_and_services,2020-2021,29946.00,28445.33
6_industrial_products_and_services,2021-2022,16694.29,0.00
