d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,37155.67,37793.91
10_office_management,2018-2019,49692.83,50261.73
10_office_management,2019-2020,7900.87,7885.29
10_office_management,2020-2021,33912.61,33306.09
10_office_management,2021-2022,17485.44,6391.89
2_professional_services,2017-2018,152041.17,155813.88
2_professional_services,2018-2019,113925.56,115540.37
2_professional_services,2019-2020,133030.74,132717.38
2_professional_services,2020-2021,47010.68,46676.28
3_information_technology,2017-2018,326928.70,333616.84
3_information_technology,2018-2019,305279.97,309264.35
3_information_technology,2019-2020,163866.04,163743.57
3_information_technology,2020-2021,253571.67,248448.16
3_information_technology,2021-2022,298803.93,199563.98
6_industrial_products_and_services,2017-2018,20374.65,20920.80
6_industrial_products_and_services,2018-2019,21541.09,21729.52
8_security_and_protection,2017-2018,15211.71,15481.46
9_human_capital,2017-2018,22188.79,22906.63
9_human_capital,2019-2020,21239.51,21056.91
