d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,37155.67271631983
10_office_management,2018-2019,49692.8280449069
10_office_management,2019-2020,7900.867105769516
10_office_management,2020-2021,33912.60619653059
2_professional_services,2017-2018,152041.1676470588
2_professional_services,2018-2019,113925.56415584416
2_professional_services,2019-2020,133030.74204235405
2_professional_services,2020-2021,47010.6838018018
3_information_technology,2017-2018,326928.702218808
3_information_technology,2018-2019,305279.9729284329
3_information_technology,2019-2020,163866.03870341973
3_information_technology,2020-2021,253571.6708965499
6_industrial_products_and_services,2017-2018,20374.648492462315
6_industrial_products_and_services,2018-2019,21541.09
8_security_and_protection,2017-2018,15211.710000000001
9_human_capital,2017-2018,22188.786082191782
9_human_capital,2019-2020,21239.51
