d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,35408.67,36508.73
it_consulting_services,2018-2019,131196.86,133811.70
it_consulting_services,2019-2020,15977.94,15849.71
it_consulting_services,2020-2021,69601.62,66653.08
it_consulting_services,2021-2022,114455.33,107282.08
it_devices_equipment,2017-2018,264826.96,272395.32
it_devices_equipment,2018-2019,92386.40,93373.93
it_devices_equipment,2019-2020,33591.51,32791.33
it_devices_equipment,2020-2021,48370.65,46268.20
it_devices_equipment,2021-2022,104867.37,97098.87
it_other,2019-2020,982.27,958.87
it_other,2020-2021,44815.99,42726.42
it_other,2021-2022,13376.94,12254.64
it_software_licensing,2017-2018,41909.29,43127.88
it_software_licensing,2018-2019,81696.71,83179.02
it_software_licensing,2019-2020,113314.33,111966.35
it_software_licensing,2020-2021,90783.40,86623.60
it_software_licensing,2021-2022,66104.28,61704.55
