d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,220090.83,227131.31
1_facilities_and_construction,2018-2019,411756.37,418501.00
1_facilities_and_construction,2019-2020,374909.06,374050.47
1_facilities_and_construction,2020-2021,397116.71,379391.18
1_facilities_and_construction,2021-2022,777123.73,726211.03
2_professional_services,2021-2022,9817.77,8927.01
5_transportation_and_logistics,2017-2018,103305.72,106758.54
5_transportation_and_logistics,2018-2019,252905.22,257915.37
5_transportation_and_logistics,2019-2020,392775.13,388509.54
5_transportation_and_logistics,2020-2021,366137.69,349083.75
5_transportation_and_logistics,2021-2022,158010.00,145777.91
