normalized_vendor_name,original_vendor_name
NORTHROP GRUMMAN,"Northrop Grumman International Trading, Inc."
NORTHROP GRUMMAN,Northrop Grumman International Trading Inc
NORTHROP GRUMMAN,Northrop Grumman Innovation Systems
NORTHROP GRUMMAN,Northrop Grumman Overseas Service Corporation
NORTHROP GRUMMAN,"NORTHROP GRUMMAN ISS INTERNATIONAL, INC"
NORTHROP GRUMMAN,"Northrop Grumman Guidance and Electronics Company, Inc."
NORTHROP GRUMMAN,NORTHROP GRUMMAN PRB SYSTEMS INC.
NORTHROP GRUMMAN,NORTHROP GRUMMAN ELECTRONICS & SYSTEMS INTEGRATION INTL INC
NORTHROP GRUMMAN,NORTHROP GRUMMAN OVERSEAS SERVICE CORPORATION
NORTHROP GRUMMAN,NORTHROP GRUMMAN ELECTRONIC SYSTEMS  NAVIGATION SYSTEMS DIVISION
NORTHROP GRUMMAN,NORTHROP GRUMMAN TECHNICAL SERVICES
NORTHROP GRUMMAN,Northrop Grumman Systems Corporation
NORTHROP GRUMMAN,NORTHROP GRUMMANSUPPORT SERVICES CORPORATION
NORTHROP GRUMMAN,NORTHROP GRUMMAN SYSTEMS CORPORATION
NORTHROP GRUMMAN,Northrop Grumman Canada Corporation
NORTHROP GRUMMAN,Northrup Grumman Corporation
NORTHROP GRUMMAN,"Northrop Grumman Information Systems Sector, Defense Systems Division,"
NORTHROP GRUMMAN,"NORTHROP GRUMMAN INFORMATION SYSTEMS SECTOR, DEFENSE SYSTEMS DIVISION,"
NORTHROP GRUMMAN,NORTHROP GRUMMAN INTERNATIONAL
NORTHROP GRUMMAN,Northrop Grumman Canada (2004) Inc
NORTHROP GRUMMAN,NORTHROP GRUMMAN CANADA CORPORATION
NORTHROP GRUMMAN,NORTHROP GRUMMAN GUIDANCE
NORTHROP GRUMMAN,Northrop Grumman International Trading Inc.
NORTHROP GRUMMAN,NORTHROP GRUMMAN CORPORATION  AMHERST SYSTEMS
NORTHROP GRUMMAN,"NORTHROP GRUMMAN SYSTEMS CORPORATION, Integrated Systems - Western Reg"
NORTHROP GRUMMAN,NORTHROP CORPORATION AIRCRAFT DIV.
NORTHROP GRUMMAN,Northrop Grumman Corporation Defence Mission Systems
NORTHROP GRUMMAN,Northrop Grumman Corporation
NORTHROP GRUMMAN,NORTHROP GRUMMAN SYSTEMS CORPORATION SPERRY MARINE
