d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,6372896.80
1_facilities_and_construction,2018-2019,1588859.20
11_defence,2017-2018,95424.18
11_defence,2018-2019,134571.88
11_defence,2019-2020,198412.26
11_defence,2020-2021,1391926.21
2_professional_services,2017-2018,22832.50
2_professional_services,2018-2019,2001.75
5_transportation_and_logistics,2017-2018,24357.10
5_transportation_and_logistics,2018-2019,24959.00
6_industrial_products_and_services,2017-2018,52419.30
6_industrial_products_and_services,2018-2019,7528358.28
6_industrial_products_and_services,2019-2020,10056128.21
6_industrial_products_and_services,2020-2021,10028652.45
