d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,163807.63369492284
1_facilities_and_construction,2018-2019,324476.59316015604
1_facilities_and_construction,2019-2020,91480.83314492111
10_office_management,2017-2018,307489.87133207376
10_office_management,2018-2019,218829.2426282874
10_office_management,2019-2020,99086.44094873148
10_office_management,2020-2021,66425.99731772668
2_professional_services,2017-2018,1660917.4786405212
2_professional_services,2018-2019,838259.104785652
2_professional_services,2019-2020,1418598.0065844678
2_professional_services,2020-2021,1165699.5602116669
3_information_technology,2017-2018,4171008.46717426
3_information_technology,2018-2019,5349667.795440879
3_information_technology,2019-2020,2789452.9862857233
3_information_technology,2020-2021,3197976.905438029
4_medical,2017-2018,16950
4_medical,2018-2019,13541.450068399454
4_medical,2019-2020,13578.549931600548
4_medical,2020-2021,12486.5
5_transportation_and_logistics,2018-2019,34255
6_industrial_products_and_services,2018-2019,15447.1
7_travel,2017-2018,2110151.7483333335
7_travel,2018-2019,3252745.62
7_travel,2019-2020,2226663.78
7_travel,2020-2021,0
8_security_and_protection,2017-2018,427318
8_security_and_protection,2018-2019,393935.84248447005
8_security_and_protection,2019-2020,403891.9801351124
8_security_and_protection,2020-2021,410795.64248447004
9_human_capital,2017-2018,219111.40876562538
9_human_capital,2018-2019,340631.8445319047
9_human_capital,2019-2020,333694.11330668424
9_human_capital,2020-2021,357560.0633170151
