d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2022-2023,0.00,0.00
11_defence,2017-2018,1494203.15,1540390.58
11_defence,2018-2019,892428.18,913539.18
3_information_technology,2019-2020,18580.80,18556.27
5_transportation_and_logistics,2017-2018,1800537.46,1856791.19
5_transportation_and_logistics,2018-2019,525057.80,529962.70
5_transportation_and_logistics,2019-2020,2620614.92,2599972.81
5_transportation_and_logistics,2020-2021,2602937.14,2478703.81
5_transportation_and_logistics,2022-2023,164297.65,145891.32
6_industrial_products_and_services,2017-2018,739875.42,761662.36
6_industrial_products_and_services,2018-2019,635246.58,651112.47
9_human_capital,2022-2023,11639.00,10513.09
