d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,1494203.15
11_defence,2018-2019,892428.18
3_information_technology,2019-2020,18580.80
5_transportation_and_logistics,2017-2018,1800537.46
5_transportation_and_logistics,2018-2019,525057.80
5_transportation_and_logistics,2019-2020,2620614.92
5_transportation_and_logistics,2020-2021,2602937.14
6_industrial_products_and_services,2017-2018,739875.42
6_industrial_products_and_services,2018-2019,635246.58
