owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2017-2018,583747.00,601672.79
cbsa-asfc,2018-2019,457412.48,466140.63
cbsa-asfc,2019-2020,293376.22,292122.76
cbsa-asfc,2020-2021,374060.39,357364.43
cbsa-asfc,2021-2022,265118.99,250711.00
cfia-acia,2021-2022,197593.78,179666.22
cic,2020-2021,10212.49,9685.95
cra-arc,2017-2018,2313915.61,2383215.24
cra-arc,2018-2019,2085948.74,2120245.09
cra-arc,2019-2020,2836108.37,2815998.54
cra-arc,2020-2021,2713918.15,2583097.69
cra-arc,2021-2022,2482719.27,2319890.07
csps-efpc,2017-2018,15962.10,16450.54
csps-efpc,2018-2019,16741.86,17047.88
csps-efpc,2019-2020,1376.04,1381.05
elections,2019-2020,241842.60,241063.33
pwgsc-tpsgc,2017-2018,1854049.23,1910885.59
pwgsc-tpsgc,2018-2019,1583373.36,1613554.12
pwgsc-tpsgc,2019-2020,1628428.41,1613064.99
pwgsc-tpsgc,2020-2021,2845938.76,2713245.34
pwgsc-tpsgc,2021-2022,2845938.76,2663118.62
ssc-spc,2017-2018,346902.21,357534.50
ssc-spc,2018-2019,346902.21,353243.23
ssc-spc,2019-2020,347852.63,345061.07
ssc-spc,2020-2021,346902.21,330727.71
