owner_org,d_fiscal_year,total
cbsa-asfc,2017-2018,583747.00
cbsa-asfc,2018-2019,457412.48
cbsa-asfc,2019-2020,293376.22
cbsa-asfc,2020-2021,374060.39
cic,2020-2021,10212.49
cra-arc,2017-2018,2313915.61
cra-arc,2018-2019,2085948.74
cra-arc,2019-2020,2836108.37
cra-arc,2020-2021,2713918.15
csps-efpc,2017-2018,15962.10
csps-efpc,2018-2019,16741.86
csps-efpc,2019-2020,1376.04
elections,2019-2020,241842.60
pwgsc-tpsgc,2017-2018,1854049.23
pwgsc-tpsgc,2018-2019,1583373.36
pwgsc-tpsgc,2019-2020,1628428.41
pwgsc-tpsgc,2020-2021,2845938.76
ssc-spc,2017-2018,346902.21
ssc-spc,2018-2019,346902.21
ssc-spc,2019-2020,347852.63
ssc-spc,2020-2021,346902.21
