d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,5099985.40,5254709.57
10_office_management,2018-2019,4478054.20,4557591.98
10_office_management,2019-2020,5081760.42,5045337.76
10_office_management,2020-2021,4890065.53,4658475.46
10_office_management,2021-2022,4390404.33,4102416.06
2_professional_services,2018-2019,12324.44,12638.96
3_information_technology,2019-2020,87726.55,87592.29
6_industrial_products_and_services,2017-2018,14590.74,15049.09
6_industrial_products_and_services,2019-2020,179497.29,175761.69
6_industrial_products_and_services,2020-2021,1400966.47,1335645.66
6_industrial_products_and_services,2021-2022,1400966.47,1310969.84
