d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,38425.06
7_travel,2017-2018,881324.03
7_travel,2018-2019,2195890.23
7_travel,2019-2020,1764316.98
7_travel,2020-2021,0
