normalized_vendor_name,original_vendor_name
ULTRA ELECTRONICS MARITIMES SYSTEM,Ultra Electronics Maritimes System Inc
ULTRA ELECTRONICS MARITIMES SYSTEM,Ultra Electronics Maritimes System Inc.
