owner_org,d_fiscal_year,total,total_constant_2019_dollars
dnd-mdn,2017-2018,531373.06,547255.40
pc,2017-2018,2078664.07,2142079.48
pc,2018-2019,2323484.20,2360456.11
pc,2019-2020,2397120.49,2382227.53
pc,2020-2021,2019093.33,1924952.02
