d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,36707.14,37832.18
1_facilities_and_construction,2018-2019,59208.46,60129.60
1_facilities_and_construction,2019-2020,36807.71,36512.32
1_facilities_and_construction,2020-2021,42984.32,41014.25
1_facilities_and_construction,2021-2022,21442.24,20348.56
11_defence,2020-2021,187267.69,179187.50
11_defence,2021-2022,15949.45,14714.01
3_information_technology,2021-2022,73269.44,69811.74
5_transportation_and_logistics,2017-2018,258094.12,265206.45
5_transportation_and_logistics,2018-2019,291513.99,294452.56
5_transportation_and_logistics,2019-2020,4531575.16,4470892.52
5_transportation_and_logistics,2020-2021,3123941.65,2983026.59
5_transportation_and_logistics,2021-2022,4631162.50,4329504.49
6_industrial_products_and_services,2017-2018,31108.00,31965.25
6_industrial_products_and_services,2018-2019,209306.00,214011.25
6_industrial_products_and_services,2019-2020,22605.91,22168.01
6_industrial_products_and_services,2021-2022,749997.81,681951.00
9_human_capital,2017-2018,141251.13,146159.61
