d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,29142.699999999997
10_office_management,2019-2020,1231.4284292237444
10_office_management,2020-2021,14499.076666666666
2_professional_services,2017-2018,1687804.032850106
2_professional_services,2018-2019,1366676.1577234326
2_professional_services,2019-2020,642818.4816218483
2_professional_services,2020-2021,473935.1866174376
3_information_technology,2017-2018,93495.40685259632
3_information_technology,2018-2019,104931.64971205022
3_information_technology,2019-2020,829875.7872963852
3_information_technology,2020-2021,359478.2544398304
9_human_capital,2017-2018,1397715.1473854631
9_human_capital,2018-2019,1430852.2365628022
9_human_capital,2019-2020,1357938.3613194556
9_human_capital,2020-2021,1533873.1790314983
