d_vendor_name,overall_total
IQVIA,7039918.05
IFATHOM,318208.00
AVI SPL,184084.14
ORANGUTECH,155109.16
EXCEL HUMAN RESOURCES,115305.70
THE RIGHT DOOR CONSULTING,102748.00
NORTHERN MICRO,72395.93
SAS INSTITUTE,64923.02
DONNA CONA,61631.03
INTEGRA NETWORKS,61548.58
CANON,43497.23
TRM TECHNOLOGIES,38646.00
FACTIVA,37500.99
ACT,35291.58
NOVIPRO,33306.68
FAST FORWARD FRENCH,33000.00
IPSS,26194.80
COMPUGEN,25221.26
THE AIM GROUP,24860.00
ECOLE DE LANGUES ABCE,21911.77
KNOWLEDGE CIRCLE,19395.95
DECISIVE GROUP,13415.43
ECOLE DE LANGUES EAGLE,12300.00
LEXISNEXIS CANADA,10108.98
