d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,244609.95,252171.10
it_consulting_services,2018-2019,15403.90,15583.65
it_consulting_services,2019-2020,145704.38,144261.66
it_consulting_services,2020-2021,607288.99,578012.41
it_consulting_services,2021-2022,551400.30,512872.66
it_consulting_services,2022-2023,53370.71,47826.20
it_other,2017-2018,58808.84,60488.33
it_other,2018-2019,390276.84,397755.77
it_other,2019-2020,12831.02,12870.73
it_software_licensing,2018-2019,2675.67,2700.67
it_software_licensing,2019-2020,25869.99,25724.58
it_software_licensing,2020-2021,12560.97,11960.25
it_software_licensing,2021-2022,22000.03,20444.19
it_software_licensing,2022-2023,11617.81,10400.03
