d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,588896.8901738473
11_defence,2018-2019,678067.3972033258
11_defence,2019-2020,679925.1160997732
11_defence,2020-2021,510872.69652305363
2_professional_services,2018-2019,447278.2744282744
2_professional_services,2019-2020,1748323.2378130776
2_professional_services,2020-2021,1376425.4446374981
3_information_technology,2017-2018,303418.7843758448
3_information_technology,2018-2019,408356.41195319
3_information_technology,2019-2020,184405.3921356673
3_information_technology,2020-2021,619849.9550815794
