d_fiscal_year,total,total_constant_2019_dollars
2017-2018,492868.47,506629.70
2018-2019,763448.29,777340.75
2019-2020,262681.12,256423.85
2020-2021,173138.61,163608.86
2021-2022,2053356.65,1888166.00
