d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,278663.66,284520.47
1_facilities_and_construction,2018-2019,39550.00,39948.17
1_facilities_and_construction,2020-2021,11017.50,10686.46
1_facilities_and_construction,2021-2022,20134.21,0.00
2_professional_services,2017-2018,129407.67,132707.40
2_professional_services,2018-2019,96072.88,97352.91
2_professional_services,2020-2021,29687.73,29114.20
3_information_technology,2020-2021,15933.00,15060.05
6_industrial_products_and_services,2018-2019,1431283.93,1453888.93
6_industrial_products_and_services,2019-2020,2844210.00,2838384.31
6_industrial_products_and_services,2020-2021,1429876.07,1426525.83
