d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,7789.603561643836
1_facilities_and_construction,2018-2019,7496.446438356164
11_defence,2017-2018,155213.34322308784
11_defence,2018-2019,167762.35623678647
11_defence,2019-2020,72777.94331434059
11_defence,2020-2021,251767.26406748992
2_professional_services,2017-2018,28285.199578355587
3_information_technology,2017-2018,2009854.4903261366
3_information_technology,2018-2019,4520778.647967485
3_information_technology,2019-2020,4063849.153360861
3_information_technology,2020-2021,4168617.2900581923
6_industrial_products_and_services,2017-2018,21487.27
6_industrial_products_and_services,2018-2019,153624.67
9_human_capital,2017-2018,27732.91
