owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2021-2022,239845.90,221881.06
dfo-mpo,2017-2018,1077645.75,1108999.85
dfo-mpo,2018-2019,514399.41,523769.99
dfo-mpo,2019-2020,329498.31,324268.62
dfo-mpo,2020-2021,214903.54,204862.94
dfo-mpo,2021-2022,81320.21,75305.32
dnd-mdn,2018-2019,866106.59,876959.11
dnd-mdn,2019-2020,904203.45,905947.65
dnd-mdn,2020-2021,202164.46,192258.01
dnd-mdn,2021-2022,185319.00,170382.48
ec,2018-2019,29693.30,29946.53
ec,2020-2021,13073.74,12560.87
pc,2018-2019,106955.96,109406.59
pc,2019-2020,63235.50,62605.22
pc,2020-2021,64687.96,61637.47
pc,2021-2022,95349.13,89061.77
rcmp-grc,2017-2018,79296.31,81513.50
rcmp-grc,2018-2019,149307.09,151779.05
rcmp-grc,2019-2020,173427.55,171612.94
rcmp-grc,2020-2021,1165637.06,1117162.04
rcmp-grc,2021-2022,42618.81,40062.25
