owner_org,d_fiscal_year,total
dfo-mpo,2017-2018,1077645.75
dfo-mpo,2018-2019,514399.41172972973
dfo-mpo,2019-2020,319072.13827027025
dfo-mpo,2020-2021,214903.54
dnd-mdn,2018-2019,866106.594601227
dnd-mdn,2019-2020,904203.4453987731
dnd-mdn,2020-2021,202164.46000000002
ec,2018-2019,29693.3
ec,2020-2021,13073.740000000002
pc,2018-2019,106955.96
pc,2019-2020,63235.50262295082
pc,2020-2021,64687.958313219395
rcmp-grc,2017-2018,79296.31
rcmp-grc,2018-2019,149307.09
rcmp-grc,2019-2020,173427.55
rcmp-grc,2020-2021,1165637.06
