d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2020-2021,11495.19,10824.08
1_facilities_and_construction,2018-2019,16674.92,16902.56
10_office_management,2017-2018,55851.87,57270.21
10_office_management,2018-2019,41616.94,42131.37
10_office_management,2020-2021,45734.10,43064.05
10_office_management,2021-2022,77105.95,70214.31
11_defence,2017-2018,111075.74,113694.03
11_defence,2018-2019,403337.96,407316.21
11_defence,2019-2020,760314.28,742161.24
11_defence,2020-2021,373900.87,357177.19
11_defence,2021-2022,321237.73,298062.37
3_information_technology,2017-2018,63327.62,64820.38
3_information_technology,2018-2019,53500.44,54153.89
3_information_technology,2019-2020,144603.24,141763.11
3_information_technology,2020-2021,14043.29,13223.41
3_information_technology,2021-2022,10978.64,9915.91
5_transportation_and_logistics,2020-2021,26248.78,25171.55
6_industrial_products_and_services,2017-2018,377645.58,386861.87
6_industrial_products_and_services,2018-2019,690246.38,698083.24
6_industrial_products_and_services,2019-2020,557375.33,547975.59
6_industrial_products_and_services,2020-2021,385447.28,364979.48
6_industrial_products_and_services,2021-2022,203825.08,187433.55
