d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2022-2023,19135.20,16988.47
it_other,2017-2018,63327.62,65136.16
it_other,2018-2019,52494.26,53196.29
it_other,2020-2021,14043.29,13232.65
it_other,2021-2022,10978.64,9924.52
it_software_licensing,2018-2019,1006.18,1015.58
it_software_licensing,2019-2020,144603.24,141919.91
