d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2020-2021,14702.43,14066.99
10_office_management,2021-2022,2896.62,2616.23
11_defence,2017-2018,660924.22,677905.94
11_defence,2018-2019,4662036.16,4709234.94
11_defence,2019-2020,5859693.15,5796010.00
11_defence,2020-2021,8102681.14,7653615.43
11_defence,2021-2022,2119319.28,1944841.98
3_information_technology,2017-2018,455993.01,466741.72
3_information_technology,2018-2019,3217913.39,3253771.08
3_information_technology,2019-2020,9407950.88,9255928.10
3_information_technology,2020-2021,14493535.75,13718426.72
3_information_technology,2021-2022,24868736.04,22735262.63
