d_most_recent_category,d_fiscal_year,total
10_office_management,2020-2021,28116.227647058822
11_defence,2017-2018,426588.22000000003
11_defence,2018-2019,4662036.161343621
11_defence,2019-2020,5679556.777184989
11_defence,2020-2021,8000675.687662727
3_information_technology,2017-2018,455993.01411035995
3_information_technology,2018-2019,3217913.3912859014
3_information_technology,2019-2020,9407950.877019351
3_information_technology,2020-2021,14493535.749184921
6_industrial_products_and_services,2017-2018,234336
6_industrial_products_and_services,2019-2020,180136.3717582418
6_industrial_products_and_services,2020-2021,88591.65824175825
