owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2018-2019,171007.76,172722.57
aafc-aac,2019-2020,23152.92,22601.40
aafc-aac,2020-2021,17627.66,16718.81
aandc-aadnc,2019-2020,38374.89,37460.77
acoa-apeca,2018-2019,22391.33,22582.29
acoa-apeca,2019-2020,53553.20,52277.52
cas-satj,2017-2018,204574.00,210211.47
cas-satj,2018-2019,11132.88,11227.82
cas-satj,2019-2020,49533.20,48444.86
cas-satj,2020-2021,170257.07,161496.51
cbsa-asfc,2019-2020,190928.42,186380.36
cbsa-asfc,2021-2022,832768.55,768281.36
cfia-acia,2019-2020,452071.99,441303.30
cfia-acia,2020-2021,4866175.44,4636389.50
cgc-ccg,2020-2021,584110.82,554571.97
cgc-ccg,2021-2022,13420.26,12693.43
chrc-ccdp,2021-2022,38157.84,35378.24
cic,2018-2019,195015.92,196679.07
cic,2019-2020,2603904.02,2565596.61
cic,2020-2021,877145.16,826907.64
cra-arc,2018-2019,289779.61,292685.43
cra-arc,2019-2020,2240443.72,2195036.78
cra-arc,2020-2021,1631043.03,1537087.23
cra-arc,2021-2022,179682.66,165292.67
csc-scc,2020-2021,360802.43,342644.93
csc-scc,2021-2022,328330.21,312835.81
dfatd-maecd,2018-2019,427044.52,430686.47
dfatd-maecd,2019-2020,1043413.37,1032009.96
dfatd-maecd,2020-2021,509622.10,483621.50
dfatd-maecd,2021-2022,26983.78,25710.37
dfo-mpo,2018-2019,116121.80,117112.12
dfo-mpo,2019-2020,31314.81,30713.77
dfo-mpo,2020-2021,155636.03,149371.60
dfo-mpo,2021-2022,409372.52,378936.26
dnd-mdn,2017-2018,660924.22,680925.56
dnd-mdn,2018-2019,4662036.16,4705198.31
dnd-mdn,2019-2020,5859693.15,5797859.05
dnd-mdn,2020-2021,8102681.14,7702521.17
dnd-mdn,2021-2022,2164679.48,2000672.55
ec,2019-2020,153487.27,152529.38
ec,2020-2021,159262.10,152179.11
ec,2021-2022,391201.40,359102.63
esdc-edsc,2020-2021,803271.49,761856.25
esdc-edsc,2021-2022,6671570.03,6174438.58
fcac-acfc,2018-2019,23676.08,23878.00
fcac-acfc,2019-2020,178357.36,175916.34
fcac-acfc,2020-2021,274863.32,262047.67
fcac-acfc,2021-2022,204319.87,185782.06
hc-sc,2020-2021,263426.84,249864.51
hc-sc,2021-2022,466396.71,428228.35
iaac-aeic,2021-2022,24970.74,22705.16
ic,2019-2020,28695.69,28012.14
ic,2020-2021,47234.00,44862.12
irb-cisr,2020-2021,299278.75,284029.74
isc-sac,2019-2020,19973.87,19543.15
isc-sac,2020-2021,490358.53,465392.06
isc-sac,2021-2022,312026.17,286795.63
jus,2018-2019,80038.67,80721.26
jus,2021-2022,61715.90,57092.79
lac-bac,2018-2019,275651.48,278019.04
mgerc-ceegm,2021-2022,26283.28,23898.62
mpcc-cppm,2019-2020,15291.71,15022.75
nrc-cnrc,2018-2019,22158.23,22347.20
nrc-cnrc,2019-2020,392624.77,390227.86
nrc-cnrc,2020-2021,575036.84,548852.99
nrc-cnrc,2021-2022,2838659.22,2647674.95
nrcan-rncan,2018-2019,279943.87,282331.31
nrcan-rncan,2019-2020,107017.06,104467.83
ocol-clo,2018-2019,188409.02,190015.82
ocol-clo,2019-2020,37396.33,37351.21
osgg-bsgg,2021-2022,179372.25,163097.92
pbc-clcc,2021-2022,78785.41,72715.17
pc,2019-2020,302760.64,295581.77
pc,2020-2021,41555.65,39413.12
pc,2021-2022,146647.34,134802.88
pch,2019-2020,27414.53,26761.50
pch,2020-2021,28397.11,27109.03
pco-bcp,2019-2020,56596.03,55247.87
phac-aspc,2020-2021,57775.21,54796.42
phac-aspc,2021-2022,53663.33,49672.68
pwgsc-tpsgc,2018-2019,171488.38,172950.88
pwgsc-tpsgc,2020-2021,398986.00,379484.36
pwgsc-tpsgc,2021-2022,399996.53,372507.96
rcmp-grc,2017-2018,179149.36,184086.20
rcmp-grc,2018-2019,256077.13,259187.94
rcmp-grc,2019-2020,353523.52,350298.01
rcmp-grc,2020-2021,658557.21,626188.10
rcmp-grc,2021-2022,600333.84,562310.58
ssc-spc,2017-2018,72269.65,74261.20
ssc-spc,2018-2019,648516.57,659972.14
ssc-spc,2019-2020,838266.27,831206.97
ssc-spc,2020-2021,970718.94,925242.78
ssc-spc,2021-2022,1197606.71,1120518.63
statcan,2021-2022,468881.06,426339.79
tc,2018-2019,39460.14,39796.67
tc,2019-2020,35894.36,35351.53
vac-acc,2020-2021,116603.45,111442.52
vac-acc,2021-2022,28871.90,26856.17
vrab-tacra,2020-2021,89613.75,86115.11
vrab-tacra,2021-2022,39367.38,35921.64
wage,2019-2020,133960.93,130769.88
wage,2020-2021,60879.26,58491.01
wage,2021-2022,127395.19,115836.71
