d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2017-2018,455993.01,466741.72
it_devices_equipment,2018-2019,3198229.10,3233731.80
it_devices_equipment,2019-2020,9369575.99,9218481.91
it_devices_equipment,2020-2021,14439560.39,13667602.55
it_devices_equipment,2021-2022,24688029.01,22567500.40
it_other,2020-2021,47993.20,45191.26
it_other,2021-2022,100674.04,93086.96
it_software_licensing,2018-2019,19684.29,20039.28
it_software_licensing,2019-2020,38374.89,37446.20
it_software_licensing,2020-2021,5982.16,5632.91
it_software_licensing,2021-2022,80032.99,74675.27
